ProductName,Nutrient_category,Description,Contents,Formulated_For,Suplements Facts,Suplements Facts Images,Product_Image,QR_Video,FORMULATION ADVANTAGE:,Amino Acid Profile Per Serving,Benefits,Pdf_link,HealthConcern,Introduction,Risk Factors,Blood Pressure Classification,Nitric Oxide & Blood Pressure,Lifestyle Recommendations,Nutrient Recommendations,Signs & Symptoms,Insulin Resistance & PCOS,Causes,Autonomic Nervous System & Responses,Common Prescriptions,Nutrient Depletions,Sources of Nutrients
Hormone Foundation,Unknown,"Hormone Foundation is an innovative formula combining the synergistic 
benefits of Fermented CoreBiome® (tributyrin), TrueBroc® (glucoraphanin), 
EGCG, Complete Turmeric Matrix, Quatrefolic® (methylfolate), and Hops 
extract. These ingredients promote healthy estrogen production, optimize 
hormone detoxification, and increase free radical protection to harmonize all 
hormone protocols.","Supporting healthy estrogen metabolism is essential for hormone balance and
 helps reduce the buildup of potentially harmful estrogen metabolites. This product
 is designed to enhance estrogen processing and elimination while providing
 antioxidant support to maintain cellular health and maintain normal inflammatory
 balance. Fermented CoreBiome® (tributyrin) is a short-chain fatty acid that
 promotes a healthy gut environment by supporting the gut lining and microbiome
 diversity. Tributyrin enhances gut-derived estrogen detoxification by nourishing
 beneficial bacteria involved in the elimination of estrogen metabolites. Derived from
 broccoli seed extract, glucoraphanin (TrueBroc®) is a precursor to sulforaphane,
 a potent compound that promotes liver enzyme activity essential for estrogen
 detoxification. Sulforaphane supports Phase II liver detoxification, aiding in the
 breakdown and removal of excess estrogens. The active compound in green tea,
 EGCG, provides antioxidant support and helps balance estrogen metabolism.
 Complete Turmeric Matrix delivers curcuminoids with enhanced bioavailability,
 supporting a balanced inflammatory response. Curcumin may also support liver
 function, which is crucial for the metabolism and excretion of
 estrogen and other hormones. A bioavailable form of folate,
 Quatrefolic® plays a role in methylation, a biochemical
 process essential for detoxification and hormone metabolism.
 Methylation helps reduce excess estrogen and promotes the
 production of beneficial estrogen metabolites. Hops supports
 estrogen metabolism through multiple pathways, including
 receptor modulation, aromatase inhibition, phytoestrogenic
 activity, and promoting liver health.",ENDOCRINE HEALTH,Unknown,https://drive.google.com/uc?export=view&id=19WyDVAwolje5U_2mvWYqDB5h0hsQW8mf,https://drive.google.com/uc?export=view&id=1389dEztvsdqIAwDGw-r34402GIbwpKXn,https://drive.google.com/uc?export=view&id=1ShoCOCgU7H_1xdldAGNoTnyHVbvG9le3,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
IgG Protect,1) IgG Protect Capsules2) IgG Protect Powder,"IgG Protect is a highly concentrated (40%) immunoglobulin G (IgG) formula 
that provides essential nutrition for improved immune health.","The immunoglobulins and growth factors in colostrum extract promote passive immunity, or the transfer of immunity from one organism to another. As the most 
abundant type of antibody, IgG, is primarily used to protect against unwanted organisms. Unlike standard colostrum products, which only offer 13-15% IgG, IgG Protect 
provides the purest, most potent concentration (40%) of IgG available. IgG Protect’s pure and high-concentration formula provides improved immune modulation and 
strengthens the gut-immune barrier. Consistency in potency and purity of colostrum extracts is a primary concern for clinicians. Advanced filtration and purification 
techniques make IgG Protect a superior clinical tool.
 Colostrum growth factors such as IGF-1, TGF-β2 and proline-rich peptides (PRPs) are necessary for stimulating normal epithelial tissue growth, in addition to upregulating 
B-cell growth and differentiation to increase antibody production by the body. PRPs have antioxidant properties that can address lipid peroxidation products which inhibit 
glutathione production. Lactoferrin is an iron-binding glycoprotein that facilitates iron absorption and protects against harmful organisms by depleting the environment of iron required for reproduction.","IMMUNE 
HEALTH GASTROINTESTINAL HEALTH",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"1)Maintain : Strengthen gut immune barrier 
while simultaneously improving 
nutrient absorption 2)Strengthen : Reduce antigen burden, 
strengthen mucosal barrier health 
and function, and help neutralize 
environmental toxins 3) Protect : Defend the gastrointestinal 
lining and maintain cytokine 
balance in the gut",https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
IgG Protect,IgG Protect Powder,"IgG Protect is a highly concentrated (40%) immunoglobulin G (IgG) formula 
that provides essential nutrition for improved immune health.","The immunoglobulins and growth factors in colostrum extract promote passive immunity, or the transfer of immunity from one organism to another. As the most 
abundant type of antibody, IgG, is primarily used to protect against unwanted organisms. Unlike standard colostrum products, which only offer 13-15% IgG, IgG Protect 
provides the purest, most potent concentration (40%) of IgG available. IgG Protect’s pure and high-concentration formula provides improved immune modulation and 
strengthens the gut-immune barrier. Consistency in potency and purity of colostrum extracts is a primary concern for clinicians. Advanced filtration and purification 
techniques make IgG Protect a superior clinical tool.
 Colostrum growth factors such as IGF-1, TGF-β2 and proline-rich peptides (PRPs) are necessary for stimulating normal epithelial tissue growth, in addition to upregulating 
B-cell growth and differentiation to increase antibody production by the body. PRPs have antioxidant properties that can address lipid peroxidation products which inhibit 
glutathione production. Lactoferrin is an iron-binding glycoprotein that facilitates iron absorption and protects against harmful organisms by depleting the environment of iron required for reproduction.","IMMUNE 
HEALTH GASTROINTESTINAL HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1GR2kFgd_WT8h7_tFc8v7WcCLtd78jTnE,https://drive.google.com/uc?export=view&id=1VcZajIk1Gq3G3icxUl5YXBcdHjxjfqCI,Unknown,Unknown,Unknown,"1)Maintain : Strengthen gut immune barrier 
while simultaneously improving 
nutrient absorption 2)Strengthen : Reduce antigen burden, 
strengthen mucosal barrier health 
and function, and help neutralize 
environmental toxins 3) Protect : Defend the gastrointestinal 
lining and maintain cytokine 
balance in the gut",https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
IgG Protect,IgG Protect Capsules,"IgG Protect is a highly concentrated (40%) immunoglobulin G (IgG) formula 
that provides essential nutrition for improved immune health.","The immunoglobulins and growth factors in colostrum extract promote passive immunity, or the transfer of immunity from one organism to another. As the most 
abundant type of antibody, IgG, is primarily used to protect against unwanted organisms. Unlike standard colostrum products, which only offer 13-15% IgG, IgG Protect 
provides the purest, most potent concentration (40%) of IgG available. IgG Protect’s pure and high-concentration formula provides improved immune modulation and 
strengthens the gut-immune barrier. Consistency in potency and purity of colostrum extracts is a primary concern for clinicians. Advanced filtration and purification 
techniques make IgG Protect a superior clinical tool.
 Colostrum growth factors such as IGF-1, TGF-β2 and proline-rich peptides (PRPs) are necessary for stimulating normal epithelial tissue growth, in addition to upregulating 
B-cell growth and differentiation to increase antibody production by the body. PRPs have antioxidant properties that can address lipid peroxidation products which inhibit 
glutathione production. Lactoferrin is an iron-binding glycoprotein that facilitates iron absorption and protects against harmful organisms by depleting the environment of iron required for reproduction.","IMMUNE 
HEALTH GASTROINTESTINAL HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1HEoSTntYtT4r4nDjAJbV7przbR8BjLIN,https://drive.google.com/uc?export=view&id=1OUCvL1RC61dM-bNpkVDRHHsSaQhGmxjv,Unknown,Unknown,Unknown,"1)Maintain : Strengthen gut immune barrier 
while simultaneously improving 
nutrient absorption 2)Strengthen : Reduce antigen burden, 
strengthen mucosal barrier health 
and function, and help neutralize 
environmental toxins 3) Protect : Defend the gastrointestinal 
lining and maintain cytokine 
balance in the gut",https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Indigo Greens®,Indigo Greens® Capsules Indigo Greens® Powder,"Indigo Greens® provides FODMAP-friendly, certified all-organic nutrients 
following the USDA ""My Plate"" recommendations.","The USDA's ""MyPlate"" program recommends that adult men and women load up 50% 
of their dinner plate with fruits and vegetables. Sadly, more than half of Americans are 
not consuming this amount on a daily basis. While most Americans know that fruits and 
vegetables are packed with nutrients, antioxidants and polyphenols that have been 
shown to have a positive impact on overall health, it can be difficult to comply with the 
current recommendations  with hectic schedules and modern conveniences such as fast 
food. Indigo Greens® provides a blend of organic fruits  and greens paired with a wide 
variety of organic vegetable powders to help bridge the gap in the typical American diet.  
Indigo Greens® can be taken as a standalone beverage mixed in juice or water, or used in 
a comprehensive fruit and vegetable smoothie to give an added boost of phytonutrients 
from organic fruits and vegetables. Children and adults alike are sure to enjoy and benefit 
from Indigo Greens® in their daily regime. Indigo Greens® is FODMAP-friendly and uses only 
certified organic fruits and vegetables.","ESSENTIAL 
NUTRITION",Unknown,Unknown,https://drive.google.com/uc?export=view&id=1AdIV9X5bcthzOqsJhsDt5L26FLFUiLjD,Unknown,Unknown,Unknown,"1) Superfood Formulation :
 Packed with 16 superfoods to boost energy levels
 2) Full-Spectrum Nutrition :
 Concentrated, organic berries, vegetables and greens—
 a powerhouse of colorful nutrition 3) FODMAP-Friendly : 
 Supports a low-FODMAP diet for a healthy gut 
and reduced gas and bloating",https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Indigo Greens®,Indigo Greens® Capsules,"Indigo Greens® provides FODMAP-friendly, certified all-organic nutrients 
following the USDA ""My Plate"" recommendations.","The USDA's ""MyPlate"" program recommends that adult men and women load up 50% 
of their dinner plate with fruits and vegetables. Sadly, more than half of Americans are 
not consuming this amount on a daily basis. While most Americans know that fruits and 
vegetables are packed with nutrients, antioxidants and polyphenols that have been 
shown to have a positive impact on overall health, it can be difficult to comply with the 
current recommendations  with hectic schedules and modern conveniences such as fast 
food. Indigo Greens® provides a blend of organic fruits  and greens paired with a wide 
variety of organic vegetable powders to help bridge the gap in the typical American diet.  
Indigo Greens® can be taken as a standalone beverage mixed in juice or water, or used in 
a comprehensive fruit and vegetable smoothie to give an added boost of phytonutrients 
from organic fruits and vegetables. Children and adults alike are sure to enjoy and benefit 
from Indigo Greens® in their daily regime. Indigo Greens® is FODMAP-friendly and uses only 
certified organic fruits and vegetables.","ESSENTIAL 
NUTRITION",Unknown,https://drive.google.com/uc?export=view&id=1LibprDskfqePkKa7bv34h8MvVgsVNS88,https://drive.google.com/uc?export=view&id=1AdIV9X5bcthzOqsJhsDt5L26FLFUiLjD,Unknown,Unknown,Unknown,"1) Superfood Formulation :
 Packed with 16 superfoods to boost energy levels
 2) Full-Spectrum Nutrition :
 Concentrated, organic berries, vegetables and greens—
 a powerhouse of colorful nutrition 3) FODMAP-Friendly : 
 Supports a low-FODMAP diet for a healthy gut 
and reduced gas and bloating",https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Indigo Greens®,Indigo Greens® Powder,"Indigo Greens® provides FODMAP-friendly, certified all-organic nutrients 
following the USDA ""My Plate"" recommendations.","The USDA's ""MyPlate"" program recommends that adult men and women load up 50% 
of their dinner plate with fruits and vegetables. Sadly, more than half of Americans are 
not consuming this amount on a daily basis. While most Americans know that fruits and 
vegetables are packed with nutrients, antioxidants and polyphenols that have been 
shown to have a positive impact on overall health, it can be difficult to comply with the 
current recommendations  with hectic schedules and modern conveniences such as fast 
food. Indigo Greens® provides a blend of organic fruits  and greens paired with a wide 
variety of organic vegetable powders to help bridge the gap in the typical American diet.  
Indigo Greens® can be taken as a standalone beverage mixed in juice or water, or used in 
a comprehensive fruit and vegetable smoothie to give an added boost of phytonutrients 
from organic fruits and vegetables. Children and adults alike are sure to enjoy and benefit 
from Indigo Greens® in their daily regime. Indigo Greens® is FODMAP-friendly and uses only 
certified organic fruits and vegetables.","ESSENTIAL 
NUTRITION",Unknown,https://drive.google.com/uc?export=view&id=1jLtFW-Ic9AnMSuF7qCSMhe1YBNC5amBA,https://drive.google.com/uc?export=view&id=1AdIV9X5bcthzOqsJhsDt5L26FLFUiLjD,Unknown,Unknown,Unknown,"1) Superfood Formulation :
 Packed with 16 superfoods to boost energy levels
 2) Full-Spectrum Nutrition :
 Concentrated, organic berries, vegetables and greens—
 a powerhouse of colorful nutrition 3) FODMAP-Friendly : 
 Supports a low-FODMAP diet for a healthy gut 
and reduced gas and bloating",https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Inflamma-bLOX,Unknown,"Inflamma-bLOX is a comprehensive blend of 
phytonutrients providing full-spectrum, high
intensity support to maintain normal 
inflammatory balance","Inflammation is a normal part of the body’s immune response, a cascade triggered 
to protect the body and maintain normal tissue repair. Inflamma-bLOX is designed 
to address immune challenges and support a healthy inflammatory cycle, helping to 
balance eicosanoid and cytokine metabolism and inhibit the activities and synthesis 
of a wide variety of compounds implicated in pain and inflammation from exercise. 
Inflamma-bLOX includes Complete Turmeric Matrix (CTM), which represents a 
new breakthrough in turmeric delivery. While most turmeric products focus merely 
on concentrating curcuminoids, CTM delivers an advanced, full-spectrum blend 
of additional bioactive turmeric phytonutrients shown to improve clinical efficacy. 
Studies have shown CTM supports healthy inflammation in the gastrointestinal 
tract. Skullcap root extract possesses potent antioxidant properties and research 
has shown it down-regulates NFkB activity and inhibits COX-2 expression. Propolis 
extract includes a diverse variety of potent terpenes, and benzoic, caffeic, cinnamic, 
and phenolic acids. It helps maintain a normal inflammatory response and protects 
against oxidative stress.","MUSCULOSKELETAL HEALTH
 GASTROINTESTINAL HEALTH
 MEN'S HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1F2qIE7b1D4qgS8LcpnNKmdUXH2sssatO,https://drive.google.com/uc?export=view&id=1ngplk5uAc_ZglhtSMZaRYRJ5WqYHRIe5,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
InflammaCORE®,"1) InflammaCORE®-Vanilla Chai 
with Pea Protein  2) InflammaCORE®-Vanilla Chai 
with Rich Protein","InflammaCORE® is an advanced nutritional formula built to address 
immune challenges, maintain normal inflammatory balance and 
strengthen gastrointestinal barrier function.","InflammaCORE® is a natural, fructose-free formula featuring 19 g of easy-to-digest brown 
rice protein per serving and soothing, flax-based fiber. In addition, InflammaCORE® 
provides high amounts of L-glutamine and glycine, amino acids crucial for intestinal 
reinforcement and mucosal cell regeneration. It also includes Complete Turmeric Matrix 
(CTM), which represents a new breakthrough in turmeric delivery. While most turmeric 
products focus merely on concentrating curcuminoids, CTM delivers an advanced, full
spectrum blend of additional bioactive turmeric phytonutrients shown to improve clinical 
efficacy. InflammaCORE® is available in delicious vanilla chai, chocolate mint, and strawberry 
flavors. Also available in a vanilla chai flavor, InflammaCORE® with Pea Protein is available in a 
grain-free formula","GASTROINTESTINAL 
HEALTH",Unknown,Unknown,https://drive.google.com/uc?export=view&id=1oqr7bLPDGYRuB8wTEDTdvZjwEGGatdf6,https://drive.google.com/uc?export=view&id=1DslqU2mtbZBTyi5S7sjiP81S9HJNLPPV,Unknown,"Typical Amino Acid Profile Per Serving (Rice Protein)                                                  Alanine . . . . . . . . . . . . . . . . . . . .1,125 mg
 Arginine . . . . . . . . . . . . . . . . . . .1,955 mg
 Aspartic acid. . . . . . . . . . . . . . .2,035 mg
 Cysteine. . . . . . . . . . . . . . . . . . . . . .335 mg
 Glutamic acid . . . . . . . . . . . . . .3,870 mg
 Glycine. . . . . . . . . . . . . . . . . . . . . . 965 mg
 Histidine . . . . . . . . . . . . . . . . . . . . .515 mg
 Isoleucine. . . . . . . . . . . . . . . . . .1,130 mg
 Leucine . . . . . . . . . . . . . . . . . . . .2,115 mg Lysine. . . . . . . . . . . . . . . . . . . . . . . .810 mg
 Methionine . . . . . . . . . . . . . . . . . 630 mg
 Phenylalanine. . . . . . . . . . . . . .1,530 mg
 Proline . . . . . . . . . . . . . . . . . . . . . . 855 mg
 Serine. . . . . . . . . . . . . . . . . . . . . .1,215 mg
 Threonine  . . . . . . . . . . . . . . . . . . 855 mg
 Tryptophan . . . . . . . . . . . . . . . . . 180 mg
 Tyrosine. . . . . . . . . . . . . . . . . . . .1,145 mg
 Valine. . . . . . . . . . . . . . . . . . . . . .1,215 mg",Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
InflammaCORE®,"InflammaCORE®-Vanilla Chai 
with Rice Protein","InflammaCORE® is an advanced nutritional formula built to address 
immune challenges, maintain normal inflammatory balance and 
strengthen gastrointestinal barrier function.","InflammaCORE® is a natural, fructose-free formula featuring 19 g of easy-to-digest brown 
rice protein per serving and soothing, flax-based fiber. In addition, InflammaCORE® 
provides high amounts of L-glutamine and glycine, amino acids crucial for intestinal 
reinforcement and mucosal cell regeneration. It also includes Complete Turmeric Matrix 
(CTM), which represents a new breakthrough in turmeric delivery. While most turmeric 
products focus merely on concentrating curcuminoids, CTM delivers an advanced, full
spectrum blend of additional bioactive turmeric phytonutrients shown to improve clinical 
efficacy. InflammaCORE® is available in delicious vanilla chai, chocolate mint, and strawberry 
flavors. Also available in a vanilla chai flavor, InflammaCORE® with Pea Protein is available in a 
grain-free formula","GASTROINTESTINAL 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1AdjIM_QvrlzESazT2bBkFqIWTYxYbhsm,https://drive.google.com/uc?export=view&id=1oqr7bLPDGYRuB8wTEDTdvZjwEGGatdf6,https://drive.google.com/uc?export=view&id=1DslqU2mtbZBTyi5S7sjiP81S9HJNLPPV,Unknown,"Typical Amino Acid Profile Per Serving (Rice Protein)                                                  Alanine . . . . . . . . . . . . . . . . . . . .1,125 mg
 Arginine . . . . . . . . . . . . . . . . . . .1,955 mg
 Aspartic acid. . . . . . . . . . . . . . .2,035 mg
 Cysteine. . . . . . . . . . . . . . . . . . . . . .335 mg
 Glutamic acid . . . . . . . . . . . . . .3,870 mg
 Glycine. . . . . . . . . . . . . . . . . . . . . . 965 mg
 Histidine . . . . . . . . . . . . . . . . . . . . .515 mg
 Isoleucine. . . . . . . . . . . . . . . . . .1,130 mg
 Leucine . . . . . . . . . . . . . . . . . . . .2,115 mg Lysine. . . . . . . . . . . . . . . . . . . . . . . .810 mg
 Methionine . . . . . . . . . . . . . . . . . 630 mg
 Phenylalanine. . . . . . . . . . . . . .1,530 mg
 Proline . . . . . . . . . . . . . . . . . . . . . . 855 mg
 Serine. . . . . . . . . . . . . . . . . . . . . .1,215 mg
 Threonine  . . . . . . . . . . . . . . . . . . 855 mg
 Tryptophan . . . . . . . . . . . . . . . . . 180 mg
 Tyrosine. . . . . . . . . . . . . . . . . . . .1,145 mg
 Valine. . . . . . . . . . . . . . . . . . . . . .1,215 mg",Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
InflammaCORE®,"InflammaCORE®-Vanilla Chai 
with Pea Protein","InflammaCORE® is an advanced nutritional formula built to address 
immune challenges, maintain normal inflammatory balance and 
strengthen gastrointestinal barrier function.","InflammaCORE® is a natural, fructose-free formula featuring 19 g of easy-to-digest brown 
rice protein per serving and soothing, flax-based fiber. In addition, InflammaCORE® 
provides high amounts of L-glutamine and glycine, amino acids crucial for intestinal 
reinforcement and mucosal cell regeneration. It also includes Complete Turmeric Matrix 
(CTM), which represents a new breakthrough in turmeric delivery. While most turmeric 
products focus merely on concentrating curcuminoids, CTM delivers an advanced, full
spectrum blend of additional bioactive turmeric phytonutrients shown to improve clinical 
efficacy. InflammaCORE® is available in delicious vanilla chai, chocolate mint, and strawberry 
flavors. Also available in a vanilla chai flavor, InflammaCORE® with Pea Protein is available in a 
grain-free formula","GASTROINTESTINAL 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1KH7wXLb0-EuCM0vyiWC4e8yi7_7y4Lsi,https://drive.google.com/uc?export=view&id=1oqr7bLPDGYRuB8wTEDTdvZjwEGGatdf6,https://drive.google.com/uc?export=view&id=1DslqU2mtbZBTyi5S7sjiP81S9HJNLPPV,Unknown,"Typical Amino Acid Profile Per Serving (Rice Protein)                                                  Alanine . . . . . . . . . . . . . . . . . . . .1,125 mg
 Arginine . . . . . . . . . . . . . . . . . . .1,955 mg
 Aspartic acid. . . . . . . . . . . . . . .2,035 mg
 Cysteine. . . . . . . . . . . . . . . . . . . . . .335 mg
 Glutamic acid . . . . . . . . . . . . . .3,870 mg
 Glycine. . . . . . . . . . . . . . . . . . . . . . 965 mg
 Histidine . . . . . . . . . . . . . . . . . . . . .515 mg
 Isoleucine. . . . . . . . . . . . . . . . . .1,130 mg
 Leucine . . . . . . . . . . . . . . . . . . . .2,115 mg Lysine. . . . . . . . . . . . . . . . . . . . . . . .810 mg
 Methionine . . . . . . . . . . . . . . . . . 630 mg
 Phenylalanine. . . . . . . . . . . . . .1,530 mg
 Proline . . . . . . . . . . . . . . . . . . . . . . 855 mg
 Serine. . . . . . . . . . . . . . . . . . . . . .1,215 mg
 Threonine  . . . . . . . . . . . . . . . . . . 855 mg
 Tryptophan . . . . . . . . . . . . . . . . . 180 mg
 Tyrosine. . . . . . . . . . . . . . . . . . . .1,145 mg
 Valine. . . . . . . . . . . . . . . . . . . . . .1,215 mg",Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
InosiCare,"1) InosiCare-Strawberry 
with Rice Protein 2)  InosiCare-Chocolate Mint 
with Rice Protein","InosiCare is a cutting-edge inositol formula that includes clinically researched 
ingredients that harmonize metabolic function, optimize hormonal balance, 
and enhance microbiome health","Inositol, in its 40:1 ratio, has been shown to improve insulin sensitivity, promote 
regular ovulation, and support hormonal balance. Solnul® Resistant Potato 
Starch (RPS) serves as a prebiotic, supporting gut health, improving insulin 
sensitivity, and promoting balanced glucose levels. Research also shows its role in 
enhancing beneficial gut bacteria and helping to reduce blood sugar spikes after 
meals. Zinc, chromium, and copper contribute to maintaining healthy glucose 
metabolism, insulin action, and cellular repair, playing critical roles in metabolic 
function and hormonal support. Together, these ingredients help promote energy 
balance, hormonal health, and overall metabolic efficiency.","ENDOCRINE 
HEALTH METABOLIC HEALTH",Unknown,Unknown,https://drive.google.com/uc?export=view&id=1oCwpHiD4TtHSb8SiNQh1YdiR7lhufzyZ,https://drive.google.com/uc?export=view&id=1VKJIxSg0dvX2ys60UL3W8lutdtDLSrIE,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
InosiCare,"InosiCare-Strawberry 
with Rice Protein","InosiCare is a cutting-edge inositol formula that includes clinically researched 
ingredients that harmonize metabolic function, optimize hormonal balance, 
and enhance microbiome health","Inositol, in its 40:1 ratio, has been shown to improve insulin sensitivity, promote 
regular ovulation, and support hormonal balance. Solnul® Resistant Potato 
Starch (RPS) serves as a prebiotic, supporting gut health, improving insulin 
sensitivity, and promoting balanced glucose levels. Research also shows its role in 
enhancing beneficial gut bacteria and helping to reduce blood sugar spikes after 
meals. Zinc, chromium, and copper contribute to maintaining healthy glucose 
metabolism, insulin action, and cellular repair, playing critical roles in metabolic 
function and hormonal support. Together, these ingredients help promote energy 
balance, hormonal health, and overall metabolic efficiency.","ENDOCRINE 
HEALTH METABOLIC HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1jiMBgP6jwNCclzHVh_zuoi4hMEZsVrWe,https://drive.google.com/uc?export=view&id=1oCwpHiD4TtHSb8SiNQh1YdiR7lhufzyZ,https://drive.google.com/uc?export=view&id=1VKJIxSg0dvX2ys60UL3W8lutdtDLSrIE,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
InosiCare,"InosiCare-Chocolate Mint 
with Rice Protein","InosiCare is a cutting-edge inositol formula that includes clinically researched 
ingredients that harmonize metabolic function, optimize hormonal balance, 
and enhance microbiome health","Inositol, in its 40:1 ratio, has been shown to improve insulin sensitivity, promote 
regular ovulation, and support hormonal balance. Solnul® Resistant Potato 
Starch (RPS) serves as a prebiotic, supporting gut health, improving insulin 
sensitivity, and promoting balanced glucose levels. Research also shows its role in 
enhancing beneficial gut bacteria and helping to reduce blood sugar spikes after 
meals. Zinc, chromium, and copper contribute to maintaining healthy glucose 
metabolism, insulin action, and cellular repair, playing critical roles in metabolic 
function and hormonal support. Together, these ingredients help promote energy 
balance, hormonal health, and overall metabolic efficiency.","ENDOCRINE 
HEALTH METABOLIC HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1dlPEmvphJVNVmdaZnUDdnKr5JdQNR4-d,https://drive.google.com/uc?export=view&id=1oCwpHiD4TtHSb8SiNQh1YdiR7lhufzyZ,https://drive.google.com/uc?export=view&id=1VKJIxSg0dvX2ys60UL3W8lutdtDLSrIE,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ortho Biotic® 100,Unknown,Unknown,"Ortho Biotic® and Ortho Biotic® 100 feature a diverse blend of proven strains shown to restore the natural microbiome and support immunity. In addition, BioShield® advanced encapsulation technology ensures live cultures are delivered intact and on target for maximum benefit. Each probiotic is formulated for maximum potency at room temperature storage",GASTROINTESTINALHEALTHIMMUNE HEALTH,Unknown,https://drive.google.com/uc?export=view&id=1EO7VsCam_krCQdpv_7pthLhhhD9q-N1L,https://drive.google.com/uc?export=view&id=1r5X7iqyCvri9ldwGq4y5e86IHzSWKe4V,https://drive.google.com/uc?export=view&id=1iFMGBtgnFdCaafKPCMrpsLPG2gZJ735z,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
